

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 23, 2003         

          5000 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


   FINISH ORDER
   ------------
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL

      1     1       Chris Erichsen                16:10.8     12     Kingsland                
      2     2       Mike Torchia                  16:16.5     10     Rochester Lourdes        
      3     3       Seth Webinger                 16:57.4     12     La Crescent              
      4     4       Wade Ekstrom                  17:14.5     10     La Crescent              
      5     5       Dan Garvens                   17:20.1     12     Byron                    
      6     6       Jason Garvens                 17:23.7     10     Byron                    
      7     7       Josh Crowley                  17:28.8      9     Rochester Lourdes        
      8     8       Dan Summerfield               17:29.3     11     La Crescent              
      9     9       Josh Gunderson                17:36.3     10     Lyle/Austin Pacelli      
     10    10       Chris Mundt                   17:38.8     12     Winona Cotter            
     11    11       Kyle Allen                    17:45.9     12     La Crescent              
     12    12       Kyle Brandon                  17:48.2     11     Winona Cotter            
     13    13       Tyler Hahn                    17:50.2      8     Elgin-Millville          
     14    14       Ian Campbell                  17:57.2      9     Blooming Prairie         
     15    15       Andy Kuklinski                17:58.0     10     Winona Cotter            
     16    16       Dustin Franta                 18:01.9      9     La Crescent              
     17    17       Andy Soteros                  18:02.6     12     Lake City                
     18    18       Aaron Schaitel                18:08.1     11     La Crescent              
     19    19       David Wollschlager            18:08.5     11     Lewstn-Altra/Rshfrd-Ptrsn
     20    20       John Coffield                 18:20.1     11     New Richland-H-E-G       
     21    21       Don Wasinger                  18:20.3      8     Winona Cotter            
     22    22       Jacey Reese                   18:23.9     12     New Richland-H-E-G       
     23    23       Kyle Kennedy                  18:25.7     10     Lake City                
     24    24       Matt Johnson                  18:33.5     12     Winona Cotter            
     25    25       Jeremiah Feine                18:35.0     10     Lewstn-Altra/Rshfrd-Ptrsn
     26    26       Zach Fogarty                  18:39.9     11     Blooming Prairie         
     27    27       Eric Denn                     18:40.5     10     Lake City                
     28    28       Matt Hoefs                    18:41.4     10     Lewstn-Altra/Rshfrd-Ptrsn
     29    29       Jon Busch                     18:42.7     11     La Crescent              
     30    30       Brad Kuntz                    18:43.8     10     Rochester Lourdes        
     31    31       Patrick Sitzer                18:45.9      9     Rochester Lourdes        
     32    32       Eamonn Kingsbury              18:47.8     11     Lewstn-Altra/Rshfrd-Ptrsn
     33    33       Dan Gibbons                   18:50.7     11     Pine Island              
     34    34       Nate Cole                     18:51.7      8     Stewartville             
     35    35       Brandon Reiter                18:52.4     12     Elgin-Millville          
     36    36       Aaron Flemke                  18:53.1     11     Pine Island              
     37    37       Seth Flodeen                  18:55.5     11     Cannon Falls             
     38    38       Luke Nelson                   18:56.2     12     Blooming Prairie         
     39    39       Marcelo Anderson              18:57.3     12     Lake City                
     40    40       Jeff Olson                    18:57.7     12     Chatfield                
     41    41       Nick Donahoe                  18:58.1     12     Chatfield                
     42    42       Dallas Davidson               18:58.5      8     Kingsland                
     43    43       Dan Fleming                   18:59.1     10     Rochester Lourdes        
     44    44       Luke Leibovich                19:02.6      9     Rochester Lourdes        
     45    45       T.J. Parlin                   19:03.9     12     Lyle/Austin Pacelli      
     46    46       Matt Hagen                    19:06.6     11     Blooming Prairie         
     47    47       Eric Hart                     19:07.4     11     Plainview                
     48    48       Tom Pesch                     19:08.7      8     Plainview                
     49    49       Mike Peterson                 19:09.0     12     Lake City                
     50    50       Jess Hoffert                  19:11.1      9     Winona Cotter            
     51    51       Steve Emerick                 19:11.6     12     Hayfield                 
     52    52       Carl Gunderson                19:15.9      9     Stewartville             
     53    53       Eric Larson                   19:17.8     11     Plainview                
     54    54       Andrew Easler                 19:18.7     11     Chatfield                
     55    55       Josh Krell                    19:19.1     10     Hayfield                 
     56    56       Andy Tomsche                  19:22.1     11     New Richland-H-E-G       
     57    57       Daryn York                    19:23.4      8     Lake City                
     58    58       Ben Waldhauser                19:24.7     10     New Richland-H-E-G       
     59    59       Alex Thornton                 19:24.9      8     Byron                    
     60    60       Thomas Thornton               19:30.9      8     Byron                    
