

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 27, 1994         

          5000 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


   FINISH ORDER
   ------------
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL

      1     1       Owen Jason                    16:27.3     11     Stewartville             
      2     2       Peterman Kyle                 16:56.3     12     Lewiston-Altura          
      3     3       Guertin John                  17:09.6     12     Cannon Falls/Randolph    
      4     4       Schwanke Brian                17:10.9     10     Rochester Lourdes        
      5     5       Wandrey Bryce                 17:11.5     12     Elgin-Millville          
      6     6       Willkomm Greg                 17:35.7     12     Rochester Lourdes        
      7     7       Bolster Mark                  17:37.0     11     Kasson-Mantorville       
      8     8       Ratigan Mitch                 17:39.9     12     La Crescent              
      9     9       Webinger Ethan                17:42.2     10     La Crescent              
     10    10       Dick Matt                     17:45.0      9     Elgin-Millville          
     11    11       Dawes Neal                    17:48.8     12     La Crescent              
     12    12       Sexton Larry                  17:51.2     12     Elgin-Millville          
     13    13       Suchomel Matt                 17:53.4     12     Byron                    
     14    14       Moyer Joe                     17:54.9      9     Lake City                
     15    15       Finn Jeff                     17:57.0     12     Stewartville             
     16    16       Dick Pat                      18:00.8     11     Elgin-Millville          
     17    17       Knaup Kyle                    18:05.4     11     Elgin-Millville          
     18    18       Kuhlmann Nick                 18:08.0     11     Byron                    
     19    19       Tillmann Jacob                18:10.1     11     Lake City                
     20    20       Thompson Joe                  18:10.5     10     Lake City                
     21    21       Snyder Seth                   18:10.9     11     Byron                    
     22    22       Banse Ryan                    18:12.6     10     La Crescent              
     23    23       Willkomm Kurt                 18:14.5     11     Rochester Lourdes        
     24    24       Sinn Brent                    18:17.1     10     Dover-Eyota/St. Charles  
     25    25       Hall Dan                      18:17.9     11     Rochester Lourdes        
     26    26       Johnson Bobby                 18:18.6     10     Cannon Falls/Randolph    
     27    27       Fossey Matt                   18:20.7     10     Rochester Lourdes        
     28    28       Hohenstein Dan                18:21.0     11     Winona Cotter            
     29    29       Fleming Erik                  18:23.2      9     Zumbrota-Maz/Kenyon/Wanam
     30    30       Heins Dan                     18:31.6      9     Plainview                
     31    31       Wieser Skip                   18:32.3     11     La Crescent              
     32    32       Rediske Jared                 18:33.4     12     Dover-Eyota/St. Charles  
     33    33       Ellingsberg John              18:35.2     12     Zumbrota-Maz/Kenyon/Wanam
     34    34       Theis Jim                     18:36.4      9     Cannon Falls/Randolph    
     35    35       Eckles Shawn                  18:36.9     11     Dover-Eyota/St. Charles  
     36    36       Jones Shane                   18:37.5     10     Rochester Lourdes        
     37    37       Guenther Adam                 18:39.1     12     Elgin-Millville          
     38    38       Thorngren Chris               18:40.9     12     Lake City                
     39    39       Gaustad Dan                   18:41.9     12     Byron                    
     40    40       Diercks Damon                 18:42.7      9     Byron                    
     41    41       Getschmann Eric               18:43.0     11     Plainview                
     42    42       Schwarz Jason                 18:43.7     12     Filmore Central/Lanesboro
     43    43       Mason Brent                   18:44.2     10     Plainview                
     44    44       Durgin Randy                  18:44.8     11     Plainview                
     45    45       Owen Jim                      18:45.7     10     Stewartville             
     46    46       Strei Mike                    18:46.6      9     Stewartville             
     47    47       Glomski Dave                  18:48.2     10     Lake City                
     48    48       Walker Lorne                  18:51.2      9     Byron                    
     49    49       Jacobson Chris                18:52.8     12     Dover-Eyota/St. Charles  
     50    50       Griffin Ryan                  18:55.0      8     Rochester Lourdes        
     51    51       Donohue Tom                   18:55.8     10     Stewartville             
     52    52       Rheingans Todd                18:56.7     10     Cannon Falls/Randolph    
     53    53       Einerwold Brett               18:57.9      9     La Crescent              
     54    54       Workman Ryan                  19:01.0      9     Lewiston-Altura          
     55    55       Rahman Jeff                   19:02.3     11     Cannon Falls/Randolph    
     56    56       Hadler Mark                   19:06.7     12     Zumbrota-Maz/Kenyon/Wanam
     57    57       Thompson Justin               19:07.9     11     Lake City                
     58    58       Larson Tilman                 19:08.4     12     Filmore Central/Lanesboro
     59    59       Kingsbury Jason               19:10.3      9     Lewiston-Altura          
     60    60       Mueller Mike                  19:13.3     12     Lewiston-Altura          
     61    61       Andring Mike                  19:15.8     12     Dover-Eyota/St. Charles  
     62    62       Kuehl Jared                   19:16.2     12     Winona Cotter            
     63    63       Olson Matt                    19:16.7     11     Winona Cotter            
     64    64       Schrandt Scott                19:19.3     11     Stewartville             
     65    65       Matthees Kory                 19:24.4     12     Zumbrota-Maz/Kenyon/Wanam
     66    66       Musselman Gabe                19:30.0     12     Filmore Central/Lanesboro
     67    67       Berg Aaron                    19:37.5      9     Filmore Central/Lanesboro
     68    68       Callister Matt                19:38.5     11     Cannon Falls/Randolph    
     69    69       Hafemeyer Eric                19:44.7     12     Zumbrota-Maz/Kenyon/Wanam
     70    70       Blaha Jim                     19:47.3     12     Lake City                
     71    71       Gill Travis                   19:48.5     11     Zumbrota-Maz/Kenyon/Wanam
     72    72       Rossow Brian                  19:49.1     12     Pine Island              
     73    73       Fritz Willy                   19:49.7     12     Plainview                
     74    74       McCoy Nate                    19:58.2     11     Byron                    
     75    75       Eversman Aaron                19:59.3     10     Plainview                
     76    76       Andring Cory                  19:59.6     11     Dover-Eyota/St. Charles  
     77    77       Reisetter Jed                 20:01.3      8     Lewiston-Altura          
     78    78       Arnold Matt                   20:04.2     11     Dover-Eyota/St. Charles  
     79    79       Rossow Kevin                  20:10.8      9     Pine Island              
     80    80       Schroeder Steve               20:14.0     12     Filmore Central/Lanesboro
     81    81       Bangston Bill                 20:17.2     12     La Crescent              
     82    82       Schatz Austin                 20:19.3      9     Stewartville             
     83    83       Curran Dennis                 20:19.7      7     Winona Cotter            
     84    84       Mussell Brad                  20:24.9     12     Plainview                
     85    85       Knutson Brian                 20:26.6     11     Pine Island              
     86    86       Ballard Jon                   20:36.7     12     Kasson-Mantorville       
     87    87       Ballard Nick                  20:39.0      9     Kasson-Mantorville       
     88    88       Bauer Shad                    20:42.4      9     Zumbrota-Maz/Kenyon/Wanam
     89    89       Lanners Justin                20:43.8      9     Pine Island              
     90    90       Kimber Sam                    20:46.3     11     Winona Cotter            
     91    91       Ramaker Kyle                  20:46.9     12     Filmore Central/Lanesboro
     92    92       Larson Erik                   20:49.4     10     Filmore Central/Lanesboro
     93    93       Lanners Corey                 20:57.7      7     Pine Island              
     94    94       Heide Jon                     21:13.1      9     Pine Island              
     95    95       Sampson Jarred                21:19.4     11     Kasson-Mantorville       
     96    96       Kohner Matt                   21:25.6     10     Winona Cotter            
     97    97       Scholmeier Mike               21:28.2     10     Lewiston-Altura          
     98    98       Johnson Jesse                 21:40.9     12     Cannon Falls/Randolph    
     99    99       Sherman Pat                   21:55.1     11     Winona Cotter            
    100   100       Richardson Ryan               22:10.4     11     Pine Island              
    101   101       Wilbur Chris                  26:29.8      9     Kasson-Mantorville       


