

     SECTION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP                

          OCTOBER 27, 2011         

          4000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL

     1     1    Emi Trost                    15:00.7    6:02    10    Cannon Falls             
     2     2    Kayla Woltz                  15:15.9    6:09    11    Chatfield                
     3     3    Katie Shepardson             15:34.7    6:16    11    La Crescent              
     4     4    Camila Bedoya                15:48.7    6:22    11    Rochester Lourdes        
     5     *    Rose Doda                    15:54.8    6:24     9    Schaeffer Academy        
     6     5    Karen Gomez                  15:57.4    6:25     9    Chatfield                
     7     6    Sierra Stucky                16:00.2    6:26     8    Plainview-Elgin-Millville
     8     7    Taylor Gibson                16:00.8    6:27    11    La Crescent              
     9     8    Corrine Jensen               16:01.6    6:27    11    La Crescent              
    10     *    Sarah Kahle                  16:08.5    6:30     9    Austin Pacelli           
    11     9    Catherine Degen              16:12.4    6:31     9    Rochester Lourdes        
    12    10    Rebecca Houston              16:31.3    6:39     9    Byron                    
    13    11    Tessa Ladsten                16:32.7    6:39    11    La Crescent              
    14     *    Madeline Kraemer             16:36.9    6:41    10    Austin Pacelli           
    15    12    Shannon Strickland           16:37.6    6:41    11    Rochester Lourdes        
    16    13    Rosie Hermans                16:38.9    6:42    11    Stewartville             
    17    14    Lydia Taylor                 16:40.9    6:43     9    Lake City                
    18     *    Kiersten Haffey              16:48.0    6:46    12    Schaeffer Academy        
    19    15    Sylvia Lechnir               16:54.0    6:48     9    La Crescent              
    20    16    Ashley Kirkman               16:56.2    6:49    12    Plainview-Elgin-Millville
    21    17    Mariah Olson                 16:56.8    6:49    10    Lewstn-Altra/Rshfrd-Ptrsn
    22    18    Haley Woltz                  16:57.0    6:49     8    Chatfield                
    23    19    Mallory Adamson              16:57.8    6:50     9    Rochester Lourdes        
    24    20    Alexis Befort                16:58.1    6:50    11    Lake City                
    25    21    Helen Powley                 16:58.8    6:50     8    Plainview-Elgin-Millville
    26    22    Tessa Ivers                  17:06.1    6:53     9    Blooming Prairie         
    27    23    Chloe Kidd                   17:08.0    6:54    11    Stewartville             
