

     SECTION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP                

          OCTOBER 29, 2009         

          4000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL

     1     1    Kayla Woltz                  16:00.1    6:26     9    Chatfield                
     2     2    Adriana Flores               16:19.9    6:34    12    Medford                  
     3     3    Ahna Buntrock                16:20.2    6:34     9    Dover-Eyota/St. Charles  
     4     4    Camila Bedoya                16:23.9    6:36     9    Rochester Lourdes        
     5     *    Kaia Bierman                 16:24.7    6:36     8    Cannon Falls             
     6     *    Emi Trost                    16:26.1    6:37     8    Cannon Falls             
     7     5    Emily Norton                 16:30.4    6:39     9    Plainview-Elgin-Millville
     8     6    Jaynah Speltz                16:43.6    6:44     8    Lewstn-Altra/Rshfrd-Ptrsn
     9     7    Taylor Gibson                16:43.9    6:44     9    La Crescent              
    10     8    Karen Sass                   16:44.8    6:44    10    Chatfield                
    11     9    Nikayla Ratz                 16:47.3    6:45     9    Dover-Eyota/St. Charles  
    12    10    Jennifer Martin              17:00.6    6:51    11    Lake City                
    13    11    Katie Shepardson             17:07.1    6:53     9    La Crescent              
    14    12    Rosie Hermans                17:15.6    6:57     9    Stewartville             
    15    13    Cecelia Weir                 17:18.8    6:58    12    Rochester Lourdes        
    16    14    Gena Gadient                 17:25.0    7:00    12    Zumbro-Mazep/Kenyon-Wanam
    17    15    Alejandra Flores             17:25.2    7:01    12    Medford                  
    18    16    Cortney Kasten               17:26.9    7:01    12    Byron                    
    19    17    Carlye Guzman                17:27.6    7:02    11    La Crescent              
    20    18    Michaela Pfeifer             17:27.9    7:02     8    Schaeffer Academy        
    21    19    Tessa Ladsten                17:35.8    7:05     9    La Crescent              
    22    20    Karen Gomez                  17:35.9    7:05     7    Chatfield                
    23    21    Heather Veglahn              17:38.6    7:06    12    La Crescent              
    24    22    Ashley Kirkman               17:42.0    7:07    10    Plainview-Elgin-Millville
    25    23    Lexi Anderson                17:46.6    7:09     9    Hayfield                 
