

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 25, 2007         

          5000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL

     1     1    Donny Wasinger               16:18.0    5:15    12    Winona Cotter            
     2     2    Tom Pesch                    16:31.6    5:19    12    Plainview-Elgin-Millville
     3     3    Jordan Haroldson             17:04.3    5:30    11    United S Cntrl/Alden-Cngr
     4     4    Seb Kingsbury                17:17.2    5:34    12    Lewstn-Altra/Rshfrd-Ptrsn
     5     5    Alex Thornton                17:20.3    5:35    12    Byron                    
     6     6    Jake Snyder                  17:22.3    5:36    12    Lake City                
     7     7    Grant Timm                   17:25.2    5:36     9    Plainview-Elgin-Millville
     8     8    Mark Freund                  17:26.9    5:37    11    Rochester Lourdes        
     9     9    Indy Liljevall               17:32.8    5:39    12    Lake City                
    10    10    Aaron Haley                  17:33.8    5:39     9    Plainview-Elgin-Millville
    11    11    Colin Sheehan                17:43.6    5:42    11    Lyle/Austin Pacelli      
    12    12    Thomas Thornton              17:46.5    5:43    12    Byron                    
    13    13    Jacob Elmer                  17:52.8    5:45    12    United S Cntrl/Alden-Cngr
    14    14    Cole Hanson                  17:54.9    5:46    12    Stewartville             
    15    15    Ali Khalili                  17:57.9    5:47    12    Byron                    
    16    16    Dallas Davidson              18:02.1    5:48    12    Kingsland                
    17    17    Tommy Carr                   18:03.4    5:49    10    Rochester Lourdes        
    18    18    Matt Meilner                 18:05.2    5:49    12    Lewstn-Altra/Rshfrd-Ptrsn
    19    19    Brandon Cole                 18:06.8    5:50    10    Stewartville             
    20    20    Alex Pyle                    18:07.8    5:50    10    Lake City                
    21    21    Nathan Conroy                18:09.5    5:51    10    Hayfield                 
    22    22    Alex Martin                  18:10.3    5:51    12    Lake City                
    23    23    Kyle Johnson                 18:10.8    5:51     9    Byron                    
    24    24    Eric Anderson                18:11.3    5:51     9    Byron                    
    25    25    Corde Sommers                18:16.9    5:53    10    Lewstn-Altra/Rshfrd-Ptrsn
    26    26    Chris Moyer                  18:21.3    5:55    10    Lake City                
    27    27    Steve Pyfferoen              18:22.0    5:55    10    Lewstn-Altra/Rshfrd-Ptrsn
    28    28    Bryan Hauge                  18:26.1    5:56    12    United S Cntrl/Alden-Cngr
    29    29    Luke Meilner                 18:27.6    5:57    10    Lewstn-Altra/Rshfrd-Ptrsn
    30    30    Brett Egland                 18:33.1    5:58    10    Lewstn-Altra/Rshfrd-Ptrsn
    31    31    Paul Alness                  18:34.0    5:59    11    Plainview-Elgin-Millville
    32    32    Carl Calabrese               18:35.7    5:59    12    Kingsland                
    33    33    Andy Dockendorff             18:36.0    5:59    12    La Crescent              
    34    34    Sean O'Reilly                18:38.3    6:00    11    Winona Cotter            
    35    35    Josh Wildt                   18:42.3    6:01    11    Rochester Lourdes        
    36    36    Jeremy Hild                  18:44.0    6:02    11    Chatfield                
    37    37    Gabe Thiel                   18:44.6    6:02    10    Plainview-Elgin-Millville
    38    38    Tim Dick                     18:45.4    6:02    11    Plainview-Elgin-Millville
    39    39    Seth Huiras                  18:46.5    6:03    11    Stewartville             
    40    40    Mike Resman                  18:47.0    6:03    12    Rochester Lourdes        
    41    41    Dylan Himle                  18:47.8    6:03    12    Kingsland                
    42    42    John Pilla                   18:51.2    6:04    12    Pine Island              
    43    43    Will Newkirk                 18:52.9    6:05    12    Rochester Lourdes        
    44    44    Henry Hartzler               18:56.5    6:06     7    Byron                    
    45    45    Nathan Vorwerk               18:58.8    6:07     9    Kingsland                
    46    46    Billy Schimmel               18:59.2    6:07     9    Stewartville             
    47    47    Pete Trio                    19:01.1    6:07    11    United S Cntrl/Alden-Cngr
    48    48    Dylan Lemmer                 19:05.0    6:09    10    Lake City                
    49    49    Isaac Hollermann             19:06.1    6:09    10    Chatfield                
    50    50    Sam Freiheit                 19:08.6    6:10     8    Hayfield                 
    51    51    Connor Franta                19:09.6    6:10     9    La Crescent              
    52    52    Jacob Gross                  19:10.2    6:10    11    La Crescent              
    53    53    John Doron                   19:11.3    6:11    10    Hayfield                 
    54    54    Michael Kuehn                19:13.9    6:11     9    Hayfield                 
    55    55    Michael Orte                 19:15.0    6:12    11    Stewartville             
    56    56    Greg Gernes                  19:17.1    6:12     9    Winona Cotter            
    57    57    Eric Veglahn                 19:18.1    6:13     8    La Crescent              
    58    58    Jonathan Leland              19:18.4    6:13    12    United S Cntrl/Alden-Cngr
    59    59    Tony Dockendorff             19:18.8    6:13    12    La Crescent              
    60    60    Nate Cole                    19:19.9    6:13    12    Stewartville             
    61    61    Blake Dahl                   19:22.2    6:14    12    Lewstn-Altra/Rshfrd-Ptrsn
    62    62    Josh Schroeder               19:23.5    6:15    10    New Richland-H-E-G       
    63    63    Nick Walters                 19:24.7    6:15    12    Pine Island              
    64    64    Jonathan Back                19:27.4    6:16    11    United S Cntrl/Alden-Cngr
    65    65    Aaron Nepstad                19:30.9    6:17    11    Byron                    
    66    66    Andrew Fricke                19:31.5    6:17    12    Winona Cotter            
    67    67    Jarad Christianson           19:32.0    6:17    12    Lanesboro/Fillmore Centrl
    68     *    Greg Schumacher              19:33.0    6:18    12    Wabasha Kellogg          
    69    68    Austin Wagner                19:35.4    6:18    11    La Crescent              
    70    69    Paul Little                  19:36.8    6:19    12    United S Cntrl/Alden-Cngr
    71    70    Daryn York                   19:42.7    6:21    12    Lake City                
    72    71    Drew Willers                 19:44.4    6:21    12    La Crescent              
    73    72    Mike Bannon                  19:45.5    6:22    10    Rochester Lourdes        
    74    73    Andrew LeBeau                19:46.2    6:22     9    Plainview-Elgin-Millville
    75    74    Alex Walters                 19:50.9    6:23    11    Pine Island              
    76    75    Alex Paulson                 19:51.1    6:23     8    Chatfield                
    77    76    Jake Elwood                  19:52.7    6:24     9    Blooming Prairie         
    78    77    Damian Smith                 20:05.4    6:28    12    Pine Island              
    79    78    Clint Freiheit               20:06.7    6:28    10    Hayfield                 
    80    79    John Lane                    20:07.5    6:29    12    Rochester Lourdes        
