

     SECTION 1A GIRLS' CROSS COUNTRY CHAMPIONSHIP                

          OCTOBER 24, 2013         

          4000 METERS

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


  FINISH ORDER
  ------------
   IND   TEAM    NAME                         TIME      PACE  GRADE    SCHOOL

     1     1    Emi Trost                    14:44.1    5:56    12    Cannon Falls             
     2     2    Chrissy Lofgren              15:42.0    6:19    10    Stewartville             
     3     3    McKenzie Kirtz               15:51.8    6:23    11    GrndMdw/Lry-Ostrnd/Sthlnd
     4     4    Emmy Buntrock                15:55.9    6:25    10    Dover-Eyota              
     5     5    Sierra Stucky                16:06.6    6:29    10    Plainview-Elgin-Millville
     6     6    Kiera Olson                  16:15.5    6:33     9    Lanesboro/Fillmore Centrl
     7     7    Karen Gomez                  16:17.9    6:33    11    Chatfield                
     8     8    Lexi Hasleiet                16:19.4    6:34    12    Dover-Eyota              
     9     9    Linnea Clark                 16:23.1    6:36     9    Plainview-Elgin-Millville
    10    10    Kayla Christopherson         16:23.8    6:36     7    Austin Pacelli           
    11    11    Megan Rowe                   16:24.5    6:36    11    Dover-Eyota              
    12    12    Madison Nelson               16:25.2    6:36    10    Dover-Eyota              
    13    13    Myra Kraemer                 16:29.4    6:38     7    Austin Pacelli           
    14    14    Katherine Hoffman            16:29.9    6:38    10    Cannon Falls             
    15    15    Sylvia Lechnir               16:30.3    6:38    11    La Crescent              
    16    16    Sidney Renelt                16:31.9    6:39     8    Lake City                
    17    17    Ellen Beckman                16:33.0    6:40    11    Rochester Lourdes        
    18    18    Marie Larson                 16:33.9    6:40    10    Stewartville             
    19    19    Annika Juenemann             16:36.3    6:41     8    Dover-Eyota              
    20    20    Bailey O'Hare                16:40.0    6:42    10    Lewstn-Altra/Rshfrd-Ptrsn
    21    21    Morgan Dammann               16:42.2    6:43    10    Lake City                
    22    22    Lydia Taylor                 16:43.3    6:44    11    Lake City                
    23    23    Rebecca Houston              16:49.5    6:46    11    Byron                    
    24    24    Christina Schmidt            16:50.0    6:46     7    Dover-Eyota              
    25    25    Abby Lee                     16:50.4    6:47     7    Dover-Eyota              
    26    26    Katlin Fry                   16:52.0    6:47    10    Schaeffer Academy        
    27    27    Rose Doda                    16:54.6    6:48    11    Schaeffer Academy        
    28    28    Hannah Alitz                 16:56.9    6:49    11    Lake City                
    29    29    Helen Powley                 16:58.7    6:50    10    Plainview-Elgin-Millville
    30    30    Leah Ruen                    16:59.2    6:50     9    Lanesboro/Fillmore Centrl
    31    31    Cora Arnold                  16:59.8    6:50    11    Cotter                   
    32    32    Kristen Peterson             17:00.9    6:51    10    Schaeffer Academy        
    33    33    Samantha Keller              17:01.8    6:51    12    Lake City                
    34    34    Anna Braun                   17:03.1    6:52     7    Rochester Lourdes        
    35     *    Evelyn Daood                 17:04.3    6:52     9    St. Charles              
    36    35    Payton Cooper                17:06.2    6:53     8    Cannon Falls             
    37    36    Liv Kozlowski                17:07.4    6:53     8    Lake City                
    38    37    Rebecca Goertzen             17:08.8    6:54    11    Lake City                
    39    38    Taylor Haney                 17:12.3    6:55     9    La Crescent              
    40    39    Megan Lenss                  17:14.5    6:56     9    Rochester Lourdes        
    41    40    Justine Schneider            17:17.8    6:58    10    Byron                    
    42    41    Heather Husgen               17:18.4    6:58    10    Stewartville             
    43    42    Rachel Sobiesk               17:20.3    6:59    12    Rochester Lourdes        
    44    43    Taylor Rasmussen             17:20.5    6:59    10    Pine Island              
    45    44    Katherine Michelson          17:21.7    6:59    10    Schaeffer Academy        
    46    45    Cassie Voth                  17:22.4    6:59     9    Goodhue                  
    47    46    Mika Miller                  17:23.4    7:00     8    Plainview-Elgin-Millville
    48    47    Morgan Dunlap                17:24.3    7:00     9    La Crescent              
    49    48    Erica Earley                 17:25.0    7:00     9    Kingsland                
    50    49    Christine Young              17:26.0    7:01    11    Cotter                   
    51    50    Alaina Goff                  17:26.8    7:01    10    Stewartville             
    52    51    Madeline Kraemer             17:28.3    7:02    12    Austin Pacelli           
    53    52    Adeline Angst                17:33.6    7:04    12    Pine Island              
    54    53    Catherine Degen              17:36.0    7:05    11    Rochester Lourdes        
