

     SECTION 1A BOYS' CROSS COUNTRY CHAMPIONSHIP                 

          OCTOBER 24, 2002         

          5000 METERS              

          NORTHERN HILLS GOLF COURSE     ROCHESTER, MINNESOTA         


   FINISH ORDER
   ------------
    IND   TEAM       NAME                          TIME     GRADE     SCHOOL

      1     1       Pat Lehmann                   16:11.0     12     Plainview                
      2     2       Chris Erichsen                16:21.8     11     Kingsland                
      3     3       Seth Webinger                 17:07.7     11     La Crescent              
      4     4       Adam Buck                     17:12.3     12     Plainview                
      5     5       Mike Torchia                  17:22.1      9     Rochester Lourdes        
      6     6       Dan Garvens                   17:28.6     11     Byron                    
      7     7       Jason Garvens                 17:41.1      9     Byron                    
      8     8       Dan Summerfield               17:44.7     10     La Crescent              
      9     9       Andy Soteros                  17:48.6     11     Lake City                
     10    10       Nick Donahoe                  17:49.1     11     Chatfield                
     11    11       Jeff Olson                    17:49.7     11     Chatfield                
     12    12       Peter Yates                   18:03.3     12     La Crescent              
     13    13       Chris Mundt                   18:05.0     11     Winona Cotter            
     14    14       Kyle Brandon                  18:06.9     10     Winona Cotter            
     15    15       Bobby Bedsted                 18:11.1     12     Plainview                
     16    16       Wade Ekstrom                  18:12.0      9     La Crescent              
     17    17       Nick Lien                     18:12.6     12     Plainview                
     18    18       Corey Busch                   18:17.0     12     La Crescent              
     19    19       Josh Gunderson                18:20.5      9     Lyle/Austin Pacelli      
     20    20       Andy Drees                    18:23.2     12     Kingsland                
     21    21       Andy Jorde                    18:24.9     12     Winona Cotter            
     22    22       Bryan Oelkers                 18:25.6     12     Hayfield                 
     23    23       Aaron Schaitel                18:26.0     10     La Crescent              
     24    24       Jeremiah Feine                18:26.6      9     Lewstn-Altra/Rshfrd-Ptrsn
     25    25       Matt Johnson                  18:27.5     11     Winona Cotter            
     26    26       Joe Pesch                     18:28.3     12     Plainview                
     27    27       Adam Frye                     18:30.8     12     Chatfield                
     28    28       Kevin Denn                    18:31.8     12     Lake City                
     29    29       Jerry Modjeski                18:36.4     12     Winona Cotter            
     30    30       Mike Marek                    18:42.3     12     Winona Cotter            
     31    31       Luke Nelson                   18:46.4     11     Blooming Prairie         
     32    32       Nate Smith                    18:47.2     12     La Crescent              
